Date,Open,High,Low,Close,Adj Close,Volume
1.61522E+12,51050.5,51172.5,50601.5,50687,50687,1033.812
1.61522E+12,50687,50883.5,50687,50826,50826,662.603
1.61523E+12,50826,51091,50793.5,50803.5,50803.5,493.319
1.61523E+12,50803.5,51485.5,50803.5,51339,51339,765.554
1.61523E+12,51339,52017.5,51279.5,51770.5,51770.5,1019.715
1.61524E+12,51770.5,51919,51567.5,51870,51870,649.474
1.61524E+12,51870,51890.5,51415,51595.5,51595.5,713.134
1.61524E+12,51595.5,52370,51595.5,52340,52340,1117.349
1.61525E+12,52340,52510,51856.5,52025.5,52025.5,1055.775
1.61525E+12,52025.5,53732,52000,53544.5,53544.5,3036.887
1.61526E+12,53544.5,53780,53255,53571,53571,840.633
1.61526E+12,53571,54118,53460.5,53851.5,53851.5,1257.528
1.61526E+12,53851.5,54040,53533,53700.5,53700.5,957.609
1.61527E+12,53700.5,54400,53700,54239,54239,858.789
1.61527E+12,54239,54421.5,53782.5,53895.5,53895.5,1314.556
1.61527E+12,53895.5,53916,53471.5,53571,53571,796.832
1.61528E+12,53571,54205,53338.5,54063.5,54063.5,865.039
1.61528E+12,54063.5,54317.5,53950,54174,54174,734.098
1.61528E+12,54174.5,54392.5,53963,54199,54199,895.068
1.61529E+12,54199,54327.5,54010,54280,54280,447.22
1.61529E+12,54280,54280.5,53664,53840.5,53840.5,746.055
1.61529E+12,53840.5,54800,53770,54784.5,54784.5,1344.767
1.6153E+12,54784.5,54799.5,54424.5,54573,54573,1348.606
1.6153E+12,54573,54575.5,53960.5,54195,54195,1082.985
1.61531E+12,54195,54411.5,53883.5,54206.5,54206.5,1079.446
1.61531E+12,54206.5,54342,53871,53886,53886,483.295
1.61531E+12,53886,54091,53712,53930.5,53930.5,708.278
1.61532E+12,53930.5,54272,53864,54170,54170,482.613
1.61532E+12,54170,54597,54127,54391,54391,498.189
1.61532E+12,54391,54550,53976.5,54337.5,54337.5,590.709
1.61533E+12,54337.5,54925,54190,54832,54832,894.973
1.61533E+12,54832,54933,54550,54924.5,54924.5,867.005
1.61533E+12,54924.5,55842.5,54844,55575,55575,2646.765
1.61534E+12,55575,55852.5,54655,54827,54827,1553.621
1.61534E+12,54827,54827,53438,54064.5,54064.5,2470.095
1.61535E+12,54064.5,54250,53273.5,53574.5,53574.5,1077.836
1.61535E+12,53574.5,53900,53450.5,53750.5,53750.5,681.425
1.61535E+12,53750.5,53750.5,53160,53729.5,53729.5,842.298
1.61536E+12,53729.5,54096.5,53607,53900,53900,689.84
1.61536E+12,53900,54434,53899.5,54226,54226,821.341
1.61536E+12,54226,54750,54123,54700,54700,1204.096
1.61537E+12,54700,55500,54382.5,55265.5,55265.5,1971.798
1.61537E+12,55265.5,55392,54765,54865.5,54865.5,1633.012
1.61537E+12,54865.5,54988,54571,54900,54900,1416.992
1.61538E+12,54900,55495,54886,55216,55216,1775.512
1.61538E+12,55216,56337,55184.5,56249,56249,2323.474
1.61538E+12,56249,56399,55820,56135.5,56135.5,1792.615
1.61539E+12,56134,56498,56018,56349,56349,1359.142
1.61539E+12,56349,57140,56147,57068,57068,2413.331
1.6154E+12,57068,57176,56450.5,56900,56900,1839.761
1.6154E+12,56900,57172,56650,56804,56804,1063.497
1.6154E+12,56804,57425,56649.5,56779,56779,1670.306
1.61541E+12,56779,56905,56062,56265.5,56265.5,1804.357
1.61541E+12,56265.5,57059.5,55584,56961.5,56961.5,1643.46
1.61541E+12,56961.5,57249.5,56581.5,56958.5,56958.5,1028.053
1.61542E+12,56958.5,56976,55888,55931,55931,1814.141
1.61542E+12,55931,56550,55589,55750.5,55750.5,1291.012
1.61542E+12,55743.5,55999.5,55284,55857,55857,1207.139
1.61543E+12,55857,56353.5,55749,56353.5,56353.5,743.808
1.61543E+12,56353.5,56498,55700,56026.5,56026.5,941.345
1.61544E+12,56026.5,56200,55707.5,55905.5,55905.5,791.776
1.61544E+12,55905.5,55905.5,55327,55405,55405,663.138
1.61544E+12,55405,55800,55150,55630,55630,1154.111
1.61545E+12,55630,55826,55086,55124,55124,924.578
1.61545E+12,55124,55195,54455,54900,54900,1875.413
1.61545E+12,54900,55034,54577,54617.5,54617.5,698.408
1.61546E+12,54617.5,55648,54558,55601,55601,1058.499
1.61546E+12,55601,56286,55498,56274.5,56274.5,1425.346
1.61546E+12,56274.5,56465,55812,56315,56315,1528.796
1.61547E+12,56315,57090,56314.5,56985,56985,1442.525
1.61547E+12,56985,57280,56537.5,56858.5,56858.5,1773.251
1.61547E+12,56858.5,57140,55891,56329,56329,2580.928
1.61548E+12,56329,57029,56329,56899,56899,1597.17
1.61548E+12,56899,57068.5,56347,56815.5,56815.5,1366.15
1.61549E+12,56815.5,57744,56559,57538,57538,1933.881
1.61549E+12,57538,57682,56681.5,56899,56899,1456.688
1.61549E+12,56899,57670,56640,57515.5,57515.5,1187.002
1.6155E+12,57515.5,57980,57323,57640,57640,1205.807
1.6155E+12,57640,58127.5,57529,57940.5,57940.5,1203.671
1.6155E+12,57940.5,58188,57647.5,57810,57810,1035.135
1.61551E+12,57810,58100,56855,57394,57394,1767.891
1.61551E+12,57394,57688,56729.5,56974.5,56974.5,1021.737
1.61551E+12,56975,57160.5,56822.5,57048.5,57048.5,654.08
1.61552E+12,57048.5,57326,56886,57161,57161,459.3
1.61552E+12,57161,57270,56540,56771.5,56771.5,713.832
1.61553E+12,56771.5,57289,56444,57209,57209,882.664
1.61553E+12,57209,57451,57012,57121.5,57121.5,845.363
1.61553E+12,57121.5,57121.5,56588,56798.5,56798.5,824.474
1.61554E+12,56798.5,57179,56403,56652,56652,1139.9
1.61554E+12,56652,56877,56425,56628,56628,711.122
1.61554E+12,56628,56889.5,55982.5,56756,56756,1527.721
1.61555E+12,56756,57100,56425,56540,56540,1234.401
1.61555E+12,56540,56884.5,56258,56456.5,56456.5,1177.59
1.61555E+12,56456.5,56456.5,55157,55786,55786,2939.034
1.61556E+12,55786,56223.5,55471,56219,56219,1429.869
1.61556E+12,56219,57048,56059.5,56927,56927,1628.423
1.61556E+12,56927,57655.5,56926.5,57377,57377,1530.661
1.61557E+12,57377,57737,57050,57150,57150,881.42
1.61557E+12,57150,57608,57099.5,57329,57329,668.598
1.61558E+12,57329,57516.5,56725,56926.5,56926.5,878.615
1.61558E+12,56926.5,57120,56452,56717,56717,881.418
1.61558E+12,56717,57154.5,56286.5,56913.5,56913.5,966.519
1.61559E+12,56913.5,57371,56859,57184.5,57184.5,680.362
1.61559E+12,57184.5,57484,57175,57238,57238,444.056
1.61559E+12,57238,57277,56396,56750,56750,1123.409
1.6156E+12,56750,56750.5,56157.5,56436.5,56436.5,761.525
1.6156E+12,56436.5,56642,56184.5,56500,56500,866.234
1.6156E+12,56500,56793.5,56369,56720,56720,579.281
1.61561E+12,56720,56875,56310.5,56872.5,56872.5,768.913
1.61561E+12,56872.5,57062,56667.5,56769,56769,641.376
1.61562E+12,56771,57039,56572,56922,56922,561.008
1.61562E+12,56922,57349,56789.5,57301.5,57301.5,566.36
1.61562E+12,57301.5,57618,57158.5,57405,57405,1155.652
1.61563E+12,57405,57602,57284,57601.5,57601.5,607.765
1.61563E+12,57601.5,59890,57489.5,59520,59520,4700.983
1.61563E+12,59520,60333,59519.5,59919.5,59919.5,2486.162
1.61564E+12,59919.5,60548.5,59280.5,60019,60019,2182.261
1.61564E+12,60019,60220,59648.5,60018.5,60018.5,1360.964
1.61564E+12,60018.5,60180,59876.5,59900.5,59900.5,579.152
1.61565E+12,59900.5,60034,59662.5,59816.5,59816.5,566.623
1.61565E+12,59816.5,60024,59628,59961,59961,646.113
1.61565E+12,59961,60500,59898.5,60394.5,60394.5,577.465
1.61566E+12,60394.5,60520,60083,60303.5,60303.5,571.944
1.61566E+12,60303.5,60950,60227,60879,60879,837.049
1.61567E+12,60879,61939.5,60803,61715,61715,1574.912
1.61567E+12,61715,61811.5,60750,61246,61246,1346.827
1.61567E+12,61246,61388.5,60901.5,61200.5,61200.5,615.593
1.61568E+12,61200.5,61571,61200,61310.5,61310.5,510.132
1.61568E+12,61310.5,61775.5,61054,61386.5,61386.5,813.451
1.61568E+12,61386.5,61386.5,60892.5,61200,61200,740.027
1.61569E+12,61200,61300,60950,61200.5,61200.5,329.68
1.61569E+12,61200.5,61533,61056,61429,61429,451.905
1.61569E+12,61429,61600,61216,61340,61340,407.635
1.6157E+12,61340,61375,61090,61160,61160,533.721
1.6157E+12,61160,61160,60694.5,61071.5,61071.5,835.604
1.61571E+12,61071.5,61071.5,60624,60651,60651,482.734
1.61571E+12,60651,60970,60400,60890.5,60890.5,950.695
1.61571E+12,60890.5,61175,60817,61027,61027,555.455
1.61572E+12,61027,61069,60276,60477.5,60477.5,1091.209
1.61572E+12,60477.5,60550.5,59539,60435.5,60435.5,1972.246
1.61572E+12,60435.5,60630,60251,60474.5,60474.5,673.428
1.61573E+12,60474.5,60520,59857.5,60076,60076,1045.117
1.61573E+12,60076,60542,60011,60099,60099,778.182
1.61573E+12,60099,60192,59552,59718.5,59718.5,1055.366
1.61574E+12,59718.5,60067,59349.5,59604,59604,1612.361
1.61574E+12,59604,60047,59603.5,59767.5,59767.5,670.857
1.61574E+12,59767.5,60381,59767,60195,60195,924.399
1.61575E+12,60195,60235,59842,59977.5,59977.5,550.641
1.61575E+12,59977.5,60318,59758.5,60300,60300,583.656
1.61576E+12,60300,60498.5,59902,60100.5,60100.5,498.233
1.61576E+12,60100.5,60343,59820,60249.5,60249.5,517.107
1.61576E+12,60249.5,60743,59055,59068,59068,1886.107
1.61577E+12,59068,60032.5,58854,59608,59608,1657.698
1.61577E+12,59608,60339,59429.5,60190,60190,966.131
1.61577E+12,60190,60424,60174,60209,60209,376.395
1.61578E+12,60209,60564,60209,60463,60463,465.015
1.61578E+12,60463,60704,59806,59920,59920,1004.851
1.61578E+12,59920,60062,59200,59200,59200,1081.24
1.61579E+12,59200,59496.5,58542,58932,58932,1490.647
1.61579E+12,58932,58933.5,57372,57926,57926,2934.12
1.6158E+12,57926,58495,57677.5,57940.5,57940.5,1284.368
1.6158E+12,57940.5,58220,54707.5,55968,55968,5293.495
1.6158E+12,55968,56446.5,55696.5,56340,56340,1626.26
1.61581E+12,56340,56545.5,55900,56147,56147,1228.047
1.61581E+12,56147,56450,55098.5,56442,56442,2259.807
1.61581E+12,56442,57029,56275,56877,56877,1995.414
1.61582E+12,56877,57280,56147,56147,56147,2198.154
1.61582E+12,56147,56808.5,55900,56155,56155,1433.182
1.61582E+12,56155,56639.5,55700,56280.5,56280.5,1708.098
1.61583E+12,56280.5,56346,55523,56086.5,56086.5,1506.628
1.61583E+12,56086.5,56411,55875,56176.5,56176.5,1025.221
1.61583E+12,56176.5,56666,56176,56635,56635,622.932
1.61584E+12,56635,56953.5,56300,56438.5,56438.5,767.25
1.61584E+12,56438.5,56931,56412,56747,56747,612.379
1.61585E+12,56747,56877,56050,56163,56163,751.083
1.61585E+12,56163,56643,55534,55620,55620,1009.841
1.61585E+12,55620,56050,54009.5,54150,54150,2770.962
1.61586E+12,54150,54599,53376,54501.5,54501.5,2459.535
1.61586E+12,54501.5,54661,54158.5,54574,54574,810.623
1.61586E+12,54574,54600,53910,54342,54342,1064.013
1.61587E+12,54342,54829.5,54276,54426,54426,855.188
1.61587E+12,54426,54457.5,53670,54107,54107,1265.85
1.61587E+12,54119,55261,53700,54998.5,54998.5,1857.98
1.61588E+12,54998.5,55415.5,54792,55166.5,55166.5,1612.148
1.61588E+12,55166.5,56050.5,55115.5,55879,55879,1399.798
1.61589E+12,55879,56378,55711,55905.5,55905.5,906.561
